,FT9,CP1,Cz,F4,F8,Fp2,AF8,AF4
FT9,0.8490566037735849,0.0,0.0,0.0,0.0,0.0,0.0,0.1509433962264151
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764
