subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S32,Sess01,MOTOR_EXECUTION-LEFT,0.989457896683105,0.9999999999999969,0.9819805587340487,0.9974638418414655,bootstrap,critical,fullwin_theta
S32,Sess01,MOTOR_EXECUTION-RIGHT,0.9865573741956237,0.999999999999999,0.981991327707597,0.9914985155632712,bootstrap,critical,fullwin_theta
S32,Sess01,MOTOR_IMAGERY-LEFT,0.9923182021385293,0.9999999999999983,0.9878725492757494,0.9970954852853797,bootstrap,critical,fullwin_theta
S32,Sess01,MOTOR_IMAGERY-RIGHT,0.9889558635823075,0.9999999999999993,0.9845746723421723,0.9928537869595716,bootstrap,critical,fullwin_theta
S32,Sess01,MOTOR_EXECUTION,0.9880076354393643,0.999999999999998,0.9819859432208229,0.9944811787023684,bootstrap,critical,fullwin_theta
S32,Sess01,MOTOR_IMAGERY,0.9906370328604184,0.9999999999999989,0.9862236108089608,0.9949746361224756,bootstrap,critical,fullwin_theta
S32,Sess01,LEFT,0.9908880494108172,0.9999999999999976,0.984926554004899,0.9972796635634227,bootstrap,critical,fullwin_theta
S32,Sess01,RIGHT,0.9877566188889656,0.9999999999999991,0.9832830000248847,0.9921761512614213,bootstrap,critical,fullwin_theta
S32,Sess01,LEFT_vs_RIGHT,0.003131430521851608,0.0,-0.0072495972565223,0.013996663538538012,bootstrap,delta,fullwin_theta
S32,Sess01,IMAGERY_vs_EXECUTION,0.0026293974210540583,0.0,-0.008257567893407591,0.01298869290165272,bootstrap,delta,fullwin_theta
S32,Sess01,ME_LEFT_vs_ME_RIGHT,0.002900522487481294,0.0,-0.009517956829222518,0.01547251413386852,bootstrap,delta,fullwin_theta
S32,Sess01,MI_LEFT_vs_MI_RIGHT,0.003362338556221811,0.0,-0.004981237683822193,0.012520812943207393,bootstrap,delta,fullwin_theta
