,frontalpole-rh,fusiform-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,temporalpole-rh
frontalpole-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.5100671140939598,0.0,0.0,0.0,0.0,0.4899328859060403,0.0
insula-rh,0.0,0.0,0.4838709677419355,0.0,0.021505376344086023,0.0,0.0,0.4946236559139785
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parahippocampal-rh,0.0,0.4573170731707317,0.0,0.0,0.0,0.0,0.5426829268292683,0.0
temporalpole-rh,0.0,0.0,0.23469387755102042,0.0,0.25,0.0,0.0,0.5153061224489796
