,Fp1,FT9,P7,O2,P4,FC6,Fp2,F6
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.3125,0.34375,0.0,0.34375,0.0,0.0,0.0
P7,0.0,0.23255813953488372,0.37209302325581395,0.0,0.3953488372093023,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.2222222222222222,0.35555555555555557,0.0,0.4222222222222222,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
