,Fp1,FT9,TP10,CP6,FC6,TP8,F6,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.4266666666666667,0.29333333333333333,0.24,0.0,0.04,0.0,0.0
TP10,0.0,0.39344262295081966,0.39344262295081966,0.13114754098360656,0.0,0.08196721311475409,0.0,0.0
CP6,0.0,0.4,0.15,0.45,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.4375,0.0625,0.0,0.5
TP8,0.0,0.17857142857142858,0.25,0.0,0.0,0.4642857142857143,0.0,0.10714285714285714
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.21875,0.15625,0.0,0.625
