,frontalpole-rh,lateraloccipital-rh,medialorbitofrontal-rh,parsorbitalis-rh,parstriangularis-rh,posteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
frontalpole-rh,0.6875,0.0625,0.0,0.125,0.0,0.125,0.0,0.0
lateraloccipital-rh,0.10526315789473684,0.631578947368421,0.0,0.2631578947368421,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.36666666666666664,0.0,0.26666666666666666,0.13333333333333333,0.23333333333333334,0.0
parsorbitalis-rh,0.25,0.2916666666666667,0.0,0.4583333333333333,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,0.3076923076923077,0.0,0.5,0.07692307692307693,0.11538461538461539,0.0
posteriorcingulate-lh,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.3939393939393939,0.3333333333333333,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.25925925925925924,0.4074074074074074,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
