,caudalanteriorcingulate-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-rh,precuneus-lh,rostralanteriorcingulate-lh,superiorparietal-lh
caudalanteriorcingulate-lh,0.7020648967551623,0.061946902654867256,0.0,0.0,0.0,0.0,0.2359882005899705,0.0
frontalpole-rh,0.12849162011173185,0.8715083798882681,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.5970695970695971,0.2087912087912088,0.0,0.19413919413919414
precuneus-lh,0.0,0.0,0.0,0.0,0.3072916666666667,0.4270833333333333,0.0,0.265625
rostralanteriorcingulate-lh,0.4530386740331492,0.0,0.0,0.0,0.0,0.0,0.5469613259668509,0.0
superiorparietal-lh,0.0,0.0,0.0,0.0,0.34415584415584416,0.3181818181818182,0.0,0.33766233766233766
