,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.8274111675126904,0.0,0.0,0.0,0.0,0.17258883248730963,0.0,0.0
frontalpole-rh,0.0,0.9488636363636364,0.0,0.0,0.0,0.0,0.0,0.05113636363636364
lateralorbitofrontal-rh,0.0,0.0,0.3522267206477733,0.19635627530364372,0.18218623481781376,0.016194331983805668,0.18218623481781376,0.0708502024291498
lingual-lh,0.0,0.0,0.21767241379310345,0.3297413793103448,0.20474137931034483,0.0,0.10991379310344827,0.13793103448275862
parahippocampal-lh,0.0,0.0,0.18859649122807018,0.19078947368421054,0.3618421052631579,0.0,0.14912280701754385,0.10964912280701754
parahippocampal-rh,0.1532258064516129,0.0,0.04032258064516129,0.0,0.0,0.7137096774193549,0.09274193548387097,0.0
parsorbitalis-rh,0.0,0.0,0.21287128712871287,0.10643564356435643,0.1707920792079208,0.05198019801980198,0.4207920792079208,0.03712871287128713
rostralanteriorcingulate-rh,0.0,0.015479876160990712,0.13312693498452013,0.21362229102167182,0.17027863777089783,0.0,0.058823529411764705,0.4086687306501548
