,entorhinal-lh,frontalpole-rh,lingual-lh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,0.868421052631579,0.0,0.0,0.0,0.06578947368421052,0.0,0.06578947368421052,0.0
frontalpole-rh,0.0,0.9016393442622951,0.0,0.0,0.09836065573770492,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.8247422680412371,0.0,0.17525773195876287,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.975609756097561,0.0,0.0,0.024390243902439025,0.0
pericalcarine-lh,0.031496062992125984,0.07874015748031496,0.11811023622047244,0.0,0.6299212598425197,0.07874015748031496,0.06299212598425197,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.16901408450704225,0.5352112676056338,0.29577464788732394,0.0
rostralanteriorcingulate-rh,0.0423728813559322,0.0,0.0,0.0,0.0847457627118644,0.16101694915254236,0.711864406779661,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
