,frontalpole-lh,frontalpole-rh,fusiform-lh,inferiortemporal-lh,insula-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh
frontalpole-lh,0.5821205821205822,0.4178794178794179,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.3865546218487395,0.6134453781512605,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.0,0.16921868865331763,0.16647035728307813,0.1629367883784845,0.165685119748724,0.1684334511189635,0.16725559481743227
inferiortemporal-lh,0.0,0.0,0.16738703339882122,0.17013752455795678,0.16110019646365423,0.1642436149312377,0.1693516699410609,0.16777996070726917
insula-lh,0.0,0.0,0.1677445432497979,0.1645109135004042,0.16895715440582054,0.16410670978173,0.1677445432497979,0.16693613581244948
isthmuscingulate-rh,0.0,0.0,0.16714227476559315,0.16428862617203424,0.16061964940888707,0.17651854871585812,0.1663269465960049,0.1651039543416225
lingual-lh,0.0,0.0,0.16862284820031298,0.16705790297339593,0.1619718309859155,0.16549295774647887,0.16901408450704225,0.16784037558685447
parahippocampal-lh,0.0,0.0,0.1702954898911353,0.16640746500777606,0.1625194401244168,0.16290824261275272,0.16912908242612754,0.16874027993779162
