,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.14285714285714285,0.15873015873015872,0.15873015873015872,0.07936507936507936,0.09523809523809523,0.1111111111111111,0.09523809523809523,0.15873015873015872
parsopercularis-lh,0.078125,0.1953125,0.1484375,0.109375,0.1171875,0.0625,0.140625,0.1484375
postcentral-rh,0.07142857142857142,0.16964285714285715,0.16071428571428573,0.125,0.13392857142857142,0.05357142857142857,0.14285714285714285,0.14285714285714285
superiorparietal-lh,0.036585365853658534,0.17073170731707318,0.15853658536585366,0.15853658536585366,0.15853658536585366,0.012195121951219513,0.17073170731707318,0.13414634146341464
superiorparietal-rh,0.044444444444444446,0.16666666666666666,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.022222222222222223,0.16666666666666666,0.13333333333333333
superiortemporal-rh,0.16,0.16,0.16,0.06,0.08,0.14,0.08,0.16
supramarginal-lh,0.042105263157894736,0.16842105263157894,0.14736842105263157,0.14736842105263157,0.14736842105263157,0.021052631578947368,0.2,0.12631578947368421
supramarginal-rh,0.08771929824561403,0.16666666666666666,0.15789473684210525,0.11403508771929824,0.12280701754385964,0.07017543859649122,0.12280701754385964,0.15789473684210525
