,cuneus-lh,fusiform-rh,inferiortemporal-rh,insula-lh,lingual-lh,paracentral-rh,parahippocampal-lh,parahippocampal-rh
cuneus-lh,0.3793103448275862,0.0,0.0,0.16091954022988506,0.07471264367816093,0.3620689655172414,0.022988505747126436,0.0
fusiform-rh,0.0,0.46296296296296297,0.25925925925925924,0.0,0.0,0.0,0.0,0.2777777777777778
inferiortemporal-rh,0.0,0.24,0.44,0.0,0.0,0.0,0.08,0.24
insula-lh,0.12903225806451613,0.0,0.0,0.3064516129032258,0.15725806451612903,0.20967741935483872,0.14112903225806453,0.056451612903225805
lingual-lh,0.075,0.0,0.0,0.205,0.36,0.115,0.165,0.08
paracentral-rh,0.27896995708154504,0.0,0.0,0.20600858369098712,0.09012875536480687,0.37339055793991416,0.05150214592274678,0.0
parahippocampal-lh,0.028985507246376812,0.0,0.03864734299516908,0.18840579710144928,0.16908212560386474,0.06763285024154589,0.3333333333333333,0.17391304347826086
parahippocampal-rh,0.0,0.13930348258706468,0.12935323383084577,0.08955223880597014,0.08955223880597014,0.0,0.1890547263681592,0.36318407960199006
