,F7,FT9,F8,AF7,AF3,F5,F6,AF8
F7,0.2692307692307692,0.28205128205128205,0.0,0.0,0.0,0.16666666666666666,0.28205128205128205,0.0
FT9,0.1864406779661017,0.4067796610169492,0.0,0.0,0.0,0.16101694915254236,0.2457627118644068,0.0
F8,0.0,0.0,0.6125,0.0,0.125,0.0375,0.0,0.225
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.34375,0.0,0.3125,0.0,0.0,0.34375
F5,0.18072289156626506,0.25301204819277107,0.012048192771084338,0.0,0.0,0.3253012048192771,0.2289156626506024,0.0
F6,0.22916666666666666,0.3020833333333333,0.0,0.0,0.0,0.17708333333333334,0.2916666666666667,0.0
AF8,0.0,0.0,0.3958333333333333,0.0,0.20833333333333334,0.020833333333333332,0.0,0.375
