,Fp1,F7,FC5,FC1,P7,FC3,C5,PO7
Fp1,0.43209876543209874,0.1111111111111111,0.0,0.0,0.16049382716049382,0.0,0.0,0.2962962962962963
F7,0.14,0.38,0.0,0.0,0.18,0.0,0.0,0.3
FC5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.23076923076923078,0.21153846153846154,0.0,0.0,0.2692307692307692,0.0,0.0,0.28846153846153844
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.25609756097560976,0.2073170731707317,0.0,0.0,0.17073170731707318,0.0,0.0,0.36585365853658536
