,frontalpole-lh,frontalpole-rh,inferiortemporal-rh,middletemporal-rh,parahippocampal-rh,parsopercularis-rh,parsorbitalis-lh,temporalpole-lh
frontalpole-lh,0.7407407407407407,0.06172839506172839,0.04938271604938271,0.0,0.04938271604938271,0.0,0.07407407407407407,0.024691358024691357
frontalpole-rh,0.08433734939759036,0.6385542168674698,0.03614457831325301,0.0,0.18072289156626506,0.0,0.060240963855421686,0.0
inferiortemporal-rh,0.05813953488372093,0.0,0.37209302325581395,0.29069767441860467,0.011627906976744186,0.0,0.0,0.26744186046511625
middletemporal-rh,0.0,0.0,0.2375,0.375,0.0125,0.0,0.0,0.375
parahippocampal-rh,0.04597701149425287,0.1839080459770115,0.034482758620689655,0.0,0.5172413793103449,0.0,0.21839080459770116,0.0
parsopercularis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parsorbitalis-lh,0.024096385542168676,0.08433734939759036,0.0,0.0,0.2891566265060241,0.0,0.6024096385542169,0.0
temporalpole-lh,0.0,0.0,0.21794871794871795,0.34615384615384615,0.01282051282051282,0.0,0.0,0.4230769230769231
