,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
frontalpole-rh,0.23684210526315788,0.02631578947368421,0.15789473684210525,0.02631578947368421,0.07894736842105263,0.0,0.2631578947368421,0.21052631578947367
lateralorbitofrontal-rh,0.0625,0.1875,0.14583333333333334,0.1875,0.20833333333333334,0.14583333333333334,0.0625,0.0
medialorbitofrontal-rh,0.1568627450980392,0.09803921568627451,0.19607843137254902,0.09803921568627451,0.13725490196078433,0.058823529411764705,0.1568627450980392,0.09803921568627451
parahippocampal-rh,0.06818181818181818,0.18181818181818182,0.1590909090909091,0.18181818181818182,0.20454545454545456,0.13636363636363635,0.06818181818181818,0.0
parsorbitalis-rh,0.08196721311475409,0.13114754098360656,0.14754098360655737,0.13114754098360656,0.2459016393442623,0.14754098360655737,0.08196721311475409,0.03278688524590164
rostralanteriorcingulate-lh,0.016666666666666666,0.15,0.08333333333333333,0.13333333333333333,0.21666666666666667,0.38333333333333336,0.016666666666666666,0.0
rostralanteriorcingulate-rh,0.20454545454545456,0.022727272727272728,0.13636363636363635,0.022727272727272728,0.06818181818181818,0.0,0.3409090909090909,0.20454545454545456
rostralmiddlefrontal-rh,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.25925925925925924,0.4074074074074074
