,caudalanteriorcingulate-lh,entorhinal-rh,frontalpole-lh,frontalpole-rh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
caudalanteriorcingulate-lh,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0
entorhinal-rh,0.047619047619047616,0.47619047619047616,0.2857142857142857,0.0,0.0,0.0,0.19047619047619047,0.0
frontalpole-lh,0.0,0.07692307692307693,0.6153846153846154,0.19230769230769232,0.11538461538461539,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.0,0.0
parahippocampal-rh,0.0,0.0,0.1,0.2,0.4,0.3,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.2
temporalpole-rh,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.4444444444444444,0.2222222222222222
transversetemporal-rh,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.4,0.4666666666666667
