,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,precuneus-lh,superiorparietal-lh
frontalpole-lh,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.043478260869565216,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.6206896551724138,0.034482758620689655,0.27586206896551724,0.06896551724137931,0.0,0.0
parahippocampal-rh,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.045454545454545456,0.0,0.0,0.5454545454545454,0.22727272727272727,0.18181818181818182
precuneus-lh,0.0,0.0,0.0,0.0,0.0,0.2765957446808511,0.48936170212765956,0.23404255319148937
superiorparietal-lh,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.2413793103448276,0.5517241379310345
