,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635
caudalmiddlefrontal-rh,0.06382978723404255,0.14893617021276595,0.14893617021276595,0.0851063829787234,0.14893617021276595,0.1276595744680851,0.1702127659574468,0.10638297872340426
parsopercularis-lh,0.06976744186046512,0.13953488372093023,0.16279069767441862,0.06976744186046512,0.18604651162790697,0.11627906976744186,0.16279069767441862,0.09302325581395349
parstriangularis-rh,0.07317073170731707,0.14634146341463414,0.12195121951219512,0.12195121951219512,0.14634146341463414,0.14634146341463414,0.12195121951219512,0.12195121951219512
rostralmiddlefrontal-lh,0.057692307692307696,0.1346153846153846,0.17307692307692307,0.07692307692307693,0.19230769230769232,0.11538461538461539,0.15384615384615385,0.09615384615384616
rostralmiddlefrontal-rh,0.06521739130434782,0.15217391304347827,0.15217391304347827,0.08695652173913043,0.15217391304347827,0.13043478260869565,0.15217391304347827,0.10869565217391304
superiortemporal-lh,0.075,0.15,0.15,0.075,0.15,0.125,0.175,0.1
superiortemporal-rh,0.08571428571428572,0.14285714285714285,0.14285714285714285,0.08571428571428572,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.11428571428571428
