,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.14516129032258066,0.12903225806451613,0.11827956989247312,0.13440860215053763,0.12365591397849462,0.11827956989247312,0.11827956989247312,0.11290322580645161
caudalmiddlefrontal-rh,0.12,0.14,0.125,0.11,0.13,0.125,0.13,0.12
parsopercularis-lh,0.11764705882352941,0.13725490196078433,0.14215686274509803,0.10784313725490197,0.12745098039215685,0.12254901960784313,0.12745098039215685,0.11764705882352941
parstriangularis-rh,0.1497326203208556,0.12299465240641712,0.11764705882352941,0.13903743315508021,0.12299465240641712,0.11764705882352941,0.11764705882352941,0.11229946524064172
rostralmiddlefrontal-lh,0.11707317073170732,0.14146341463414633,0.12682926829268293,0.1073170731707317,0.13170731707317074,0.12682926829268293,0.12682926829268293,0.12195121951219512
rostralmiddlefrontal-rh,0.11737089201877934,0.14084507042253522,0.1267605633802817,0.107981220657277,0.13145539906103287,0.1267605633802817,0.1267605633802817,0.12206572769953052
superiortemporal-lh,0.12435233160621761,0.13989637305699482,0.12435233160621761,0.10880829015544041,0.12953367875647667,0.12435233160621761,0.12953367875647667,0.11917098445595854
supramarginal-lh,0.11627906976744186,0.13488372093023257,0.12558139534883722,0.10697674418604651,0.13023255813953488,0.13023255813953488,0.13023255813953488,0.12558139534883722
