,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.1111111111111111,0.13333333333333333,0.13333333333333333,0.08888888888888889,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
caudalmiddlefrontal-rh,0.0967741935483871,0.14516129032258066,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.14516129032258066,0.12903225806451613
parsopercularis-lh,0.0967741935483871,0.14516129032258066,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.14516129032258066,0.12903225806451613
parstriangularis-rh,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.10638297872340426,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851
rostralmiddlefrontal-lh,0.08955223880597014,0.14925373134328357,0.13432835820895522,0.08955223880597014,0.13432835820895522,0.13432835820895522,0.13432835820895522,0.13432835820895522
rostralmiddlefrontal-rh,0.08955223880597014,0.14925373134328357,0.13432835820895522,0.08955223880597014,0.13432835820895522,0.13432835820895522,0.13432835820895522,0.13432835820895522
superiortemporal-lh,0.10909090909090909,0.14545454545454545,0.12727272727272726,0.09090909090909091,0.12727272727272726,0.12727272727272726,0.14545454545454545,0.12727272727272726
supramarginal-lh,0.0967741935483871,0.14516129032258066,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.14516129032258066,0.12903225806451613
