,TP9,CP5,O1,Oz,C5,POz,CPz,AF8
TP9,0.2857142857142857,0.0,0.08571428571428572,0.3142857142857143,0.08571428571428572,0.0,0.0,0.22857142857142856
CP5,0.0,0.34375,0.0,0.0,0.0,0.28125,0.375,0.0
O1,0.04040404040404041,0.0,0.47474747474747475,0.050505050505050504,0.020202020202020204,0.20202020202020202,0.0707070707070707,0.1414141414141414
Oz,0.2413793103448276,0.0,0.09195402298850575,0.3333333333333333,0.06896551724137931,0.0,0.0,0.26436781609195403
C5,0.22580645161290322,0.0,0.12903225806451613,0.22580645161290322,0.1935483870967742,0.0,0.0,0.22580645161290322
POz,0.0,0.1375,0.225,0.0,0.0,0.375,0.2375,0.025
CPz,0.0,0.2033898305084746,0.0847457627118644,0.0,0.0,0.288135593220339,0.423728813559322,0.0
AF8,0.14285714285714285,0.0,0.1978021978021978,0.21978021978021978,0.06593406593406594,0.04395604395604396,0.0,0.32967032967032966
