,Fp1,F7,O1,TP10,POz,CPz,TP8,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.3950617283950617,0.345679012345679,0.024691358024691357,0.0,0.0,0.2345679012345679,0.0
O1,0.0,0.36,0.37333333333333335,0.05333333333333334,0.0,0.0,0.21333333333333335,0.0
TP10,0.0,0.0,0.03278688524590164,0.36065573770491804,0.2786885245901639,0.04918032786885246,0.0,0.2786885245901639
POz,0.0,0.0,0.0,0.13157894736842105,0.47368421052631576,0.11403508771929824,0.0,0.2807017543859649
CPz,0.0,0.0,0.0,0.02564102564102564,0.3333333333333333,0.3076923076923077,0.0,0.3333333333333333
TP8,0.0,0.3508771929824561,0.3333333333333333,0.0,0.0,0.0,0.3157894736842105,0.0
AF8,0.0,0.0,0.0,0.16129032258064516,0.3548387096774194,0.13978494623655913,0.0,0.34408602150537637
