,Fp1,P7,P8,FT10,FC6,CP3,AF8,AF4
Fp1,0.49230769230769234,0.0,0.0,0.0,0.0,0.0,0.5076923076923077,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6
AF8,0.35106382978723405,0.0,0.0,0.0,0.0,0.0,0.648936170212766,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.9649122807017544
