,Fp1,F7,FC5,CP5,TP10,F8,PO8,AF8
Fp1,0.9423076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696
F7,0.0,0.5078125,0.0,0.0,0.4921875,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.504,0.0,0.0,0.496,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855
