,Fp1,P7,P8,FT10,FC6,CP3,AF8,AF4
Fp1,0.5154639175257731,0.0,0.0,0.0,0.0,0.0,0.4845360824742268,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.5052631578947369,0.0,0.0,0.0,0.0,0.0,0.49473684210526314,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
