,Fp1,F7,FC5,CP5,TP10,F8,PO8,AF8
Fp1,0.32867132867132864,0.0,0.0,0.0,0.0,0.0,0.3356643356643357,0.3356643356643357
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PO8,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.3693181818181818,0.35795454545454547
AF8,0.2774566473988439,0.0,0.0,0.0,0.0,0.0,0.36416184971098264,0.3583815028901734
