,Fp1,F7,FC5,CP5,TP10,F8,PO8,AF8
Fp1,0.3717948717948718,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2948717948717949
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.35172413793103446,0.0,0.0,0.0,0.0,0.35172413793103446,0.0,0.296551724137931
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.3382352941176471,0.0,0.0,0.0,0.0,0.33088235294117646,0.0,0.33088235294117646
