,Fp1,TP10,Cz,F8,AF7,C5,FC4,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.3392857142857143,0.0,0.30357142857142855,0.017857142857142856,0.3392857142857143,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.3333333333333333,0.0,0.3148148148148148,0.018518518518518517,0.3333333333333333,0.0
C5,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0
FC4,0.0,0.0,0.3392857142857143,0.0,0.30357142857142855,0.017857142857142856,0.3392857142857143,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
