,inferiorparietal-rh,parsopercularis-lh,precentral-lh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.11764705882352941,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.0
parsopercularis-lh,0.041666666666666664,0.3125,0.16666666666666666,0.125,0.125,0.125,0.07291666666666667,0.03125
precentral-lh,0.041666666666666664,0.14583333333333334,0.3125,0.14583333333333334,0.13541666666666666,0.14583333333333334,0.07291666666666667,0.0
rostralmiddlefrontal-lh,0.05063291139240506,0.13924050632911392,0.20253164556962025,0.17721518987341772,0.16455696202531644,0.17721518987341772,0.08860759493670886,0.0
superiorparietal-rh,0.03305785123966942,0.09090909090909091,0.11570247933884298,0.10743801652892562,0.23140495867768596,0.23140495867768596,0.19008264462809918,0.0
superiortemporal-lh,0.031496062992125984,0.08661417322834646,0.11811023622047244,0.10236220472440945,0.2204724409448819,0.25984251968503935,0.18110236220472442,0.0
superiortemporal-rh,0.04,0.08,0.08,0.08,0.23,0.24,0.25,0.0
supramarginal-lh,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.9310344827586207
