,Fp1,P3,Fp2,AF7,AF3,F6,AF8,AF4
Fp1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.0
AF3,0.0,0.0,0.0,0.047619047619047616,0.42857142857142855,0.5238095238095238,0.0,0.0
F6,0.0,0.0,0.0,0.04,0.4,0.56,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
