,bankssts-rh,caudalmiddlefrontal-rh,frontalpole-lh,inferiortemporal-rh,parahippocampal-lh,parahippocampal-rh,parsopercularis-rh,rostralanteriorcingulate-lh
bankssts-rh,0.7096774193548387,0.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-rh,0.1346153846153846,0.5192307692307693,0.0,0.0,0.21153846153846154,0.0,0.0,0.1346153846153846
frontalpole-lh,0.0,0.0,0.5471698113207547,0.0,0.0,0.0,0.4528301886792453,0.0
inferiortemporal-rh,0.0,0.0,0.0,0.8292682926829268,0.0,0.17073170731707318,0.0,0.0
parahippocampal-lh,0.0,0.17307692307692307,0.0,0.0,0.5769230769230769,0.0,0.0,0.25
parahippocampal-rh,0.0,0.0,0.0,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0
parsopercularis-rh,0.0,0.0,0.5185185185185185,0.0,0.0,0.0,0.48148148148148145,0.0
rostralanteriorcingulate-lh,0.0,0.14285714285714285,0.0,0.0,0.3142857142857143,0.0,0.02857142857142857,0.5142857142857142
