,frontalpole-rh,lateraloccipital-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
frontalpole-rh,0.15503875968992248,0.06511627906976744,0.13333333333333333,0.15503875968992248,0.11007751937984496,0.13178294573643412,0.12093023255813953,0.12868217054263567
lateraloccipital-rh,0.08456659619450317,0.20507399577167018,0.05496828752642706,0.08668076109936575,0.16279069767441862,0.12896405919661733,0.14376321353065538,0.1331923890063425
lateralorbitofrontal-rh,0.15714285714285714,0.05,0.1732142857142857,0.15357142857142858,0.10178571428571428,0.12678571428571428,0.11428571428571428,0.12321428571428572
medialorbitofrontal-lh,0.15193798449612403,0.06666666666666667,0.13023255813953488,0.15348837209302327,0.11162790697674418,0.13333333333333333,0.12248062015503876,0.13023255813953488
medialorbitofrontal-rh,0.10486322188449848,0.12006079027355623,0.08358662613981763,0.10638297872340426,0.16109422492401215,0.13677811550151975,0.1474164133738602,0.1398176291793313
rostralanteriorcingulate-lh,0.11891117478510028,0.09025787965616046,0.0988538681948424,0.12034383954154727,0.1318051575931232,0.1489971346704871,0.14183381088825214,0.1489971346704871
rostralanteriorcingulate-rh,0.1111111111111111,0.1023391812865497,0.09064327485380116,0.11257309941520467,0.14473684210526316,0.14181286549707603,0.15204678362573099,0.14473684210526316
rostralmiddlefrontal-rh,0.11637931034482758,0.09339080459770115,0.09626436781609195,0.11781609195402298,0.13505747126436782,0.14655172413793102,0.14511494252873564,0.14942528735632185
