,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.4975369458128079,0.0,0.0,0.0,0.5024630541871922,0.0,0.0,0.0
insula-rh,0.0,0.8902439024390244,0.1016260162601626,0.0,0.008130081300813009,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.20175438596491227,0.49122807017543857,0.0,0.30701754385964913,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.953125,0.0,0.0,0.046875,0.0
medialorbitofrontal-rh,0.3655913978494624,0.0,0.11827956989247312,0.0,0.5161290322580645,0.0,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.10256410256410256,0.0,0.0,0.8974358974358975,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
