,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,paracentral-lh,paracentral-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
frontalpole-rh,0.17547169811320754,0.17735849056603772,0.17547169811320754,0.007547169811320755,0.0,0.1509433962264151,0.15471698113207547,0.15849056603773584
lateralorbitofrontal-rh,0.16967509025270758,0.17870036101083034,0.17148014440433212,0.01444043321299639,0.0036101083032490976,0.148014440433213,0.1552346570397112,0.1588447653429603
medialorbitofrontal-rh,0.1691449814126394,0.17657992565055763,0.17472118959107807,0.013011152416356878,0.0018587360594795538,0.1449814126394052,0.1579925650557621,0.16171003717472118
paracentral-lh,0.011299435028248588,0.03389830508474576,0.02824858757062147,0.384180790960452,0.3615819209039548,0.0,0.10734463276836158,0.07344632768361582
paracentral-rh,0.0,0.0,0.0,0.4246575342465753,0.4383561643835616,0.0,0.08904109589041095,0.04794520547945205
rostralanteriorcingulate-lh,0.1726315789473684,0.17684210526315788,0.16842105263157894,0.0,0.0,0.18736842105263157,0.14526315789473684,0.14947368421052631
rostralanteriorcingulate-rh,0.14869888475836432,0.15613382899628253,0.15427509293680297,0.03903345724907063,0.027881040892193308,0.12453531598513011,0.18029739776951673,0.1691449814126394
rostralmiddlefrontal-rh,0.15413533834586465,0.16165413533834586,0.15977443609022557,0.02819548872180451,0.016917293233082706,0.12969924812030076,0.17481203007518797,0.17481203007518797
