,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-rh,lateralorbitofrontal-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.27009222661396576,0.22661396574440051,0.0,0.0,0.1080368906455863,0.0,0.14888010540184454,0.2463768115942029
frontalpole-rh,0.19489559164733178,0.2819025522041763,0.013921113689095127,0.0,0.14037122969837587,0.0,0.12993039443155452,0.23897911832946636
fusiform-lh,0.0,0.024875621890547265,0.6243781094527363,0.0,0.0,0.35074626865671643,0.0,0.0
insula-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.15122873345935728,0.22495274102079396,0.0,0.0,0.22684310018903592,0.0,0.18525519848771266,0.21172022684310018
parahippocampal-lh,0.0,0.0,0.479020979020979,0.0,0.0,0.5209790209790209,0.0,0.0
rostralanteriorcingulate-lh,0.19618055555555555,0.19791666666666666,0.0,0.0,0.1736111111111111,0.0,0.2309027777777778,0.2013888888888889
rostralanteriorcingulate-rh,0.2173396674584323,0.2494061757719715,0.0,0.0,0.13539192399049882,0.0,0.13539192399049882,0.26247030878859856
