,caudalmiddlefrontal-lh,postcentral-lh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-lh,0.12462006079027356,0.1276595744680851,0.12158054711246201,0.11854103343465046,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.12462006079027356
postcentral-lh,0.11363636363636363,0.1590909090909091,0.11079545454545454,0.14488636363636365,0.11931818181818182,0.11647727272727272,0.12215909090909091,0.11363636363636363
postcentral-rh,0.12389380530973451,0.12094395280235988,0.12684365781710916,0.11799410029498525,0.12684365781710916,0.12684365781710916,0.12684365781710916,0.12979351032448377
precentral-lh,0.11560693641618497,0.15606936416184972,0.11560693641618497,0.15028901734104047,0.11560693641618497,0.11560693641618497,0.11560693641618497,0.11560693641618497
rostralmiddlefrontal-lh,0.12352941176470589,0.1264705882352941,0.12058823529411765,0.11764705882352941,0.12941176470588237,0.1264705882352941,0.1323529411764706,0.12352941176470589
superiorfrontal-rh,0.12389380530973451,0.12684365781710916,0.12094395280235988,0.11799410029498525,0.12979351032448377,0.12684365781710916,0.12979351032448377,0.12389380530973451
superiorparietal-lh,0.1206896551724138,0.1235632183908046,0.11781609195402298,0.11494252873563218,0.12643678160919541,0.1235632183908046,0.15229885057471265,0.1206896551724138
superiorparietal-rh,0.12173913043478261,0.12173913043478261,0.12753623188405797,0.11594202898550725,0.12753623188405797,0.12753623188405797,0.12753623188405797,0.13043478260869565
