,postcentral-lh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
postcentral-lh,0.11538461538461539,0.11538461538461539,0.14102564102564102,0.14102564102564102,0.07692307692307693,0.15384615384615385,0.11538461538461539,0.14102564102564102
postcentral-rh,0.08045977011494253,0.19540229885057472,0.12643678160919541,0.16091954022988506,0.04597701149425287,0.14942528735632185,0.09195402298850575,0.14942528735632185
superiorfrontal-lh,0.09278350515463918,0.1134020618556701,0.16494845360824742,0.17525773195876287,0.061855670103092786,0.15463917525773196,0.09278350515463918,0.14432989690721648
superiorfrontal-rh,0.08035714285714286,0.13392857142857142,0.14285714285714285,0.21428571428571427,0.05357142857142857,0.15178571428571427,0.08035714285714286,0.14285714285714285
superiorparietal-lh,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.15873015873015872,0.09523809523809523,0.15873015873015872,0.1111111111111111,0.14285714285714285
superiorparietal-rh,0.09375,0.11458333333333333,0.125,0.14583333333333334,0.0625,0.22916666666666666,0.09375,0.13541666666666666
superiortemporal-rh,0.10714285714285714,0.11904761904761904,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.15476190476190477,0.10714285714285714,0.15476190476190477
supramarginal-rh,0.08490566037735849,0.14150943396226415,0.1320754716981132,0.1792452830188679,0.05660377358490566,0.16037735849056603,0.08490566037735849,0.16037735849056603
