,bankssts-lh,frontalpole-rh,fusiform-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,parstriangularis-lh,temporalpole-rh
bankssts-lh,0.9259259259259259,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0
frontalpole-rh,0.0,0.7333333333333333,0.0,0.0,0.0,0.26666666666666666,0.0,0.0
fusiform-rh,0.0,0.0,0.4268292682926829,0.054878048780487805,0.0,0.10365853658536585,0.18902439024390244,0.22560975609756098
isthmuscingulate-rh,0.0,0.0,0.14473684210526316,0.8552631578947368,0.0,0.0,0.0,0.0
parahippocampal-lh,0.03508771929824561,0.0,0.0,0.0,0.9649122807017544,0.0,0.0,0.0
parahippocampal-rh,0.0,0.1941747572815534,0.1262135922330097,0.0,0.0,0.44660194174757284,0.13592233009708737,0.0970873786407767
parstriangularis-lh,0.0,0.0,0.2014388489208633,0.0,0.0,0.12949640287769784,0.4892086330935252,0.17985611510791366
temporalpole-rh,0.0,0.0,0.3203125,0.0,0.0,0.109375,0.2265625,0.34375
