,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-lh,parsorbitalis-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.5238095238095238,0.009523809523809525,0.08571428571428572,0.09523809523809523,0.0,0.0,0.1523809523809524,0.13333333333333333
lateralorbitofrontal-lh,0.0,0.34831460674157305,0.10112359550561797,0.14606741573033707,0.07865168539325842,0.20224719101123595,0.011235955056179775,0.11235955056179775
medialorbitofrontal-lh,0.0896551724137931,0.1103448275862069,0.5310344827586206,0.0,0.0,0.2,0.06896551724137931,0.0
medialorbitofrontal-rh,0.05555555555555555,0.20833333333333334,0.0,0.3125,0.041666666666666664,0.0,0.11805555555555555,0.2638888888888889
parahippocampal-rh,0.0,0.125,0.0,0.041666666666666664,0.7083333333333334,0.125,0.0,0.0
parsorbitalis-lh,0.0,0.2222222222222222,0.25,0.0,0.06944444444444445,0.4583333333333333,0.0,0.0
parsorbitalis-rh,0.13846153846153847,0.03076923076923077,0.06153846153846154,0.16153846153846155,0.0,0.0,0.4307692307692308,0.17692307692307693
rostralanteriorcingulate-rh,0.08888888888888889,0.17777777777777778,0.0,0.28888888888888886,0.0,0.0,0.14074074074074075,0.3037037037037037
