,frontalpole-rh,fusiform-rh,inferiortemporal-rh,isthmuscingulate-rh,lingual-rh,parahippocampal-rh,parsorbitalis-rh,temporalpole-rh
frontalpole-rh,0.5511111111111111,0.017777777777777778,0.0,0.08444444444444445,0.0,0.0,0.27111111111111114,0.07555555555555556
fusiform-rh,0.0165016501650165,0.27722772277227725,0.21122112211221122,0.04950495049504951,0.20462046204620463,0.22442244224422442,0.0,0.0165016501650165
inferiortemporal-rh,0.0,0.22535211267605634,0.323943661971831,0.06338028169014084,0.18309859154929578,0.20422535211267606,0.0,0.0
isthmuscingulate-rh,0.09274193548387097,0.04435483870967742,0.0846774193548387,0.5120967741935484,0.06854838709677419,0.07661290322580645,0.04838709677419355,0.07258064516129033
lingual-rh,0.0,0.19217081850533807,0.18505338078291814,0.07473309608540925,0.27402135231316727,0.27402135231316727,0.0,0.0
parahippocampal-rh,0.0,0.18404907975460122,0.17791411042944785,0.06441717791411043,0.24539877300613497,0.3282208588957055,0.0,0.0
parsorbitalis-rh,0.2687224669603524,0.0,0.0,0.04405286343612335,0.0,0.0,0.6299559471365639,0.05726872246696035
temporalpole-rh,0.10215053763440861,0.021505376344086023,0.0,0.08602150537634409,0.0,0.0,0.05913978494623656,0.7311827956989247
