,FT9,TP9,P3,Cz,F5,P5,PO3,PO8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.4878048780487805,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
