,FT9,TP9,P3,Cz,F5,P5,PO3,PO8
FT9,0.7228637413394919,0.08314087759815242,0.0,0.12471131639722864,0.06928406466512702,0.0,0.0,0.0
TP9,0.04012671594508976,0.5448785638859557,0.0,0.0,0.07074973600844774,0.20696937697993664,0.13727560718057022,0.0
P3,0.0,0.0,0.5608465608465608,0.0,0.19047619047619047,0.0,0.0,0.24867724867724866
Cz,0.27979274611398963,0.0,0.0,0.48704663212435234,0.015544041450777202,0.0,0.0,0.21761658031088082
F5,0.06573705179282868,0.13147410358565736,0.07171314741035857,0.00796812749003984,0.6673306772908366,0.0,0.0,0.055776892430278883
P5,0.0,0.22843822843822845,0.0,0.0,0.0,0.49533799533799533,0.2762237762237762,0.0
PO3,0.0,0.16838046272493573,0.0,0.0,0.0,0.3110539845758355,0.5205655526992288,0.0
PO8,0.0,0.0,0.09267241379310345,0.08836206896551724,0.05387931034482758,0.0,0.0,0.7650862068965517
