,Fp1,Fz,P3,Fp2,F5,PO3,PO4,PO8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.6538461538461539,0.34615384615384615,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.1797752808988764,0.8202247191011236,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
