,FT9,TP9,P3,Cz,F5,P5,PO3,PO8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.4669603524229075,0.0,0.0,0.0,0.3524229074889868,0.18061674008810572,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.3291139240506329,0.0,0.0,0.0,0.4978902953586498,0.1729957805907173,0.0
PO3,0.0,0.3360655737704918,0.0,0.0,0.0,0.3360655737704918,0.32786885245901637,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
