,Fp1,P3,Fp2,F5,PO3,POz,PO4,PO8
Fp1,0.36038961038961037,0.0,0.36363636363636365,0.0,0.275974025974026,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.32463768115942027,0.0,0.4289855072463768,0.0,0.2463768115942029,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.3346456692913386,0.0,0.3346456692913386,0.0,0.33070866141732286,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
