,FT9,TP9,P3,Cz,F5,P5,PO3,PO8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.4827586206896552,0.0,0.5172413793103449,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.17647058823529413,0.0,0.8235294117647058,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.8214285714285714,0.17857142857142858,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
