,Fp1,O1,Fp2,AF7,P5,PO3,PO8,AF8
Fp1,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.9454545454545454,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
