,Fp1,P3,Fp2,F5,PO3,POz,PO4,PO8
Fp1,0.4622222222222222,0.10666666666666667,0.0,0.06222222222222222,0.0,0.0,0.0,0.3688888888888889
P3,0.30120481927710846,0.2891566265060241,0.0,0.1686746987951807,0.0,0.0,0.0,0.24096385542168675
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.2777777777777778,0.2777777777777778,0.0,0.25925925925925924,0.0,0.0,0.0,0.18518518518518517
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.43455497382198954,0.09424083769633508,0.0,0.041884816753926704,0.0,0.0,0.0,0.4293193717277487
