,FT9,TP9,P3,Cz,F5,P5,PO3,PO8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.47674418604651164,0.03488372093023256,0.0,0.0,0.4883720930232558
F5,0.0,0.0,0.0,0.36363636363636365,0.2727272727272727,0.0,0.0,0.36363636363636365
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.2611464968152866,0.01910828025477707,0.0,0.0,0.7197452229299363
