,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.2564102564102564,0.13675213675213677,0.042735042735042736,0.09401709401709402,0.1452991452991453,0.17094017094017094,0.0,0.15384615384615385
parsopercularis-lh,0.125,0.29411764705882354,0.03676470588235294,0.08088235294117647,0.21323529411764705,0.125,0.0,0.125
parstriangularis-rh,0.11538461538461539,0.11538461538461539,0.3076923076923077,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.0,0.11538461538461539
postcentral-lh,0.10483870967741936,0.0967741935483871,0.04032258064516129,0.3387096774193548,0.0967741935483871,0.0967741935483871,0.12903225806451613,0.0967741935483871
rostralmiddlefrontal-lh,0.144,0.216,0.04,0.088,0.224,0.144,0.0,0.144
rostralmiddlefrontal-rh,0.17757009345794392,0.14953271028037382,0.04672897196261682,0.102803738317757,0.1588785046728972,0.19626168224299065,0.0,0.16822429906542055
superiorparietal-lh,0.0,0.0,0.0,0.3409090909090909,0.0,0.0,0.6590909090909091,0.0
superiortemporal-rh,0.18095238095238095,0.1523809523809524,0.047619047619047616,0.10476190476190476,0.1619047619047619,0.18095238095238095,0.0,0.17142857142857143
