,Oz,O2,P8,CP2,AFz,POz,PO4,PO8
Oz,0.16279069767441862,0.0,0.0,0.1744186046511628,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.1744186046511628
O2,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.4642857142857143,0.5357142857142857,0.0,0.0,0.0,0.0,0.0
CP2,0.16279069767441862,0.0,0.0,0.1744186046511628,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.1744186046511628
AFz,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
POz,0.16279069767441862,0.0,0.0,0.1744186046511628,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.1744186046511628
PO4,0.16279069767441862,0.0,0.0,0.1744186046511628,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.1744186046511628
PO8,0.16483516483516483,0.0,0.0,0.17582417582417584,0.15384615384615385,0.16483516483516483,0.16483516483516483,0.17582417582417584
