,cuneus-lh,frontalpole-lh,insula-lh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-lh,0.13571017826336976,0.11558366877515813,0.13168487636572743,0.12305922944220817,0.12305922944220817,0.11903392754456585,0.13283496262219666,0.11903392754456585
frontalpole-lh,0.12685125563425628,0.12813908564069543,0.13007083065035416,0.13007083065035416,0.12427559562137798,0.1210560206052801,0.12685125563425628,0.11268512556342562
insula-lh,0.12954545454545455,0.11477272727272728,0.13579545454545455,0.12897727272727272,0.12556818181818183,0.1215909090909091,0.1278409090909091,0.1159090909090909
insula-rh,0.12369942196531791,0.11676300578034682,0.13121387283236993,0.13815028901734103,0.13005780346820808,0.12716763005780346,0.12254335260115606,0.11040462427745665
isthmuscingulate-rh,0.1251441753171857,0.11361014994232987,0.1303344867358708,0.1309111880046136,0.13379469434832755,0.12975778546712802,0.12110726643598616,0.11534025374855825
parahippocampal-rh,0.12310385064177364,0.11318553092182031,0.1277712952158693,0.13185530921820304,0.13418903150525088,0.13477246207701282,0.11901983663943991,0.1161026837806301
rostralanteriorcingulate-lh,0.13516676418958457,0.11527208894090112,0.1304856641310708,0.12287887653598596,0.12170860152135751,0.1181977764774722,0.1369221767115272,0.11936805149210064
rostralanteriorcingulate-rh,0.13000616142945162,0.10967344423906346,0.12692544670363523,0.11891558841651263,0.12446087492298213,0.12384473197781885,0.12939001848428835,0.1367837338262477
