,caudalanteriorcingulate-lh,frontalpole-lh,insula-lh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.17805519053876478,0.0019710906701708277,0.14651773981603153,0.13731931668856767,0.14323258869908015,0.1340341655716163,0.1366622864651774,0.12220762155059132
frontalpole-lh,0.007159904534606206,0.7708830548926014,0.007159904534606206,0.007159904534606206,0.007159904534606206,0.007159904534606206,0.12649164677804295,0.06682577565632458
insula-lh,0.1438618925831202,0.0019181585677749361,0.170076726342711,0.14130434782608695,0.14641943734015345,0.1374680306905371,0.13938618925831203,0.11956521739130435
insula-rh,0.13808606294155426,0.0019267822736030828,0.147077713551702,0.1567116249197174,0.14964675658317278,0.14836223506743737,0.1329479768786127,0.1252408477842004
isthmuscingulate-rh,0.14433656957928803,0.001941747572815534,0.15210355987055016,0.14692556634304207,0.15275080906148866,0.1436893203883495,0.13398058252427184,0.12427184466019417
parahippocampal-rh,0.136275146009085,0.001946787800129786,0.14341336794289422,0.15055158987670345,0.1473069435431538,0.1719662556781311,0.12524334847501623,0.12329656067488644
rostralanteriorcingulate-lh,0.13217279174725982,0.03417150225660864,0.13926499032882012,0.12959381044487428,0.12959381044487428,0.12056737588652482,0.18633139909735655,0.1283043197936815
rostralanteriorcingulate-rh,0.13165266106442577,0.0196078431372549,0.1323529411764706,0.13795518207282914,0.13585434173669467,0.13445378151260504,0.14425770308123248,0.1638655462184874
