,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.5887600356824264,0.1543264942016057,0.07850133809099019,0.013380909901873328,0.012488849241748439,0.0,0.0,0.15254237288135594
frontalpole-lh,0.1595940959409594,0.4446494464944649,0.12638376383763839,0.013837638376383764,0.06734317343173432,0.0,0.0,0.1881918819188192
frontalpole-rh,0.06277372262773723,0.10072992700729927,0.39197080291970804,0.0,0.11605839416058394,0.1562043795620438,0.0,0.17226277372262774
isthmuscingulate-rh,0.018427518427518427,0.019656019656019656,0.0,0.757985257985258,0.007371007371007371,0.0,0.1891891891891892,0.007371007371007371
medialorbitofrontal-lh,0.009693053311793215,0.05896607431340872,0.13166397415185785,0.0032310177705977385,0.4604200323101777,0.17851373182552505,0.0,0.15751211631663975
medialorbitofrontal-rh,0.0,0.0,0.1871345029239766,0.0,0.1846282372598162,0.4469507101086048,0.0,0.18128654970760233
parahippocampal-rh,0.0,0.0,0.0,0.21560283687943263,0.0,0.0,0.7843971631205674,0.0
rostralanteriorcingulate-rh,0.10595611285266458,0.12789968652037617,0.1542319749216301,0.0025078369905956114,0.12413793103448276,0.14231974921630094,0.0,0.34294670846394987
