,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.15028901734104047,0.14450867052023122,0.12716763005780346,0.14450867052023122,0.1329479768786127,0.13872832369942195,0.14450867052023122,0.017341040462427744
parsopercularis-lh,0.1513157894736842,0.16447368421052633,0.125,0.14473684210526316,0.13157894736842105,0.13815789473684212,0.14473684210526316,0.0
parstriangularis-rh,0.13259668508287292,0.11602209944751381,0.143646408839779,0.14917127071823205,0.14917127071823205,0.143646408839779,0.1270718232044199,0.03867403314917127
superiorfrontal-rh,0.140625,0.125,0.13541666666666666,0.15104166666666666,0.140625,0.140625,0.13020833333333334,0.036458333333333336
superiorparietal-lh,0.13736263736263737,0.12087912087912088,0.13736263736263737,0.14835164835164835,0.14285714285714285,0.14835164835164835,0.13186813186813187,0.03296703296703297
superiortemporal-lh,0.143646408839779,0.1270718232044199,0.13259668508287292,0.14917127071823205,0.13812154696132597,0.143646408839779,0.13812154696132597,0.027624309392265192
superiortemporal-rh,0.15151515151515152,0.14545454545454545,0.12727272727272726,0.14545454545454545,0.13333333333333333,0.1393939393939394,0.14545454545454545,0.012121212121212121
supramarginal-lh,0.09433962264150944,0.03773584905660377,0.16981132075471697,0.16981132075471697,0.1509433962264151,0.1320754716981132,0.07547169811320754,0.16981132075471697
