,fusiform-lh,inferiortemporal-lh,isthmuscingulate-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,parsorbitalis-rh,posteriorcingulate-lh
fusiform-lh,0.3170731707317073,0.2682926829268293,0.1951219512195122,0.0,0.14634146341463414,0.07317073170731707,0.0,0.0
inferiortemporal-lh,0.3333333333333333,0.30952380952380953,0.23809523809523808,0.0,0.09523809523809523,0.023809523809523808,0.0,0.0
isthmuscingulate-lh,0.34375,0.34375,0.28125,0.0,0.03125,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.0,0.631578947368421,0.10526315789473684,0.2631578947368421,0.0,0.0
middletemporal-lh,0.06451612903225806,0.0,0.0,0.1935483870967742,0.3548387096774194,0.3870967741935484,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.32142857142857145,0.2857142857142857,0.39285714285714285,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
