,cuneus-lh,frontalpole-lh,isthmuscingulate-rh,lateraloccipital-lh,lingual-lh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh
cuneus-lh,0.5136363636363637,0.006818181818181818,0.13863636363636364,0.0022727272727272726,0.031818181818181815,0.0022727272727272726,0.10454545454545454,0.2
frontalpole-lh,0.008287292817679558,0.8121546961325967,0.008287292817679558,0.011049723756906077,0.03867403314917127,0.0055248618784530384,0.11602209944751381,0.0
isthmuscingulate-rh,0.0995260663507109,0.007898894154818325,0.43759873617693523,0.10426540284360189,0.09794628751974724,0.11216429699842022,0.037914691943127965,0.10268562401263823
lateraloccipital-lh,0.009433962264150943,0.01650943396226415,0.1650943396226415,0.47877358490566035,0.07311320754716981,0.09433962264150944,0.05660377358490566,0.10613207547169812
lingual-lh,0.0341726618705036,0.014388489208633094,0.15467625899280577,0.07014388489208633,0.31115107913669066,0.22482014388489208,0.09352517985611511,0.09712230215827339
parahippocampal-lh,0.0,0.0,0.1740041928721174,0.1069182389937107,0.2180293501048218,0.3018867924528302,0.1069182389937107,0.09224318658280922
parahippocampal-rh,0.08818342151675485,0.07054673721340388,0.04409171075837742,0.0582010582010582,0.07231040564373897,0.08994708994708994,0.5202821869488536,0.0564373897707231
pericalcarine-lh,0.19929453262786595,0.0,0.1164021164021164,0.06701940035273368,0.0582010582010582,0.04938271604938271,0.06701940035273368,0.4426807760141093
