,cuneus-lh,frontalpole-lh,isthmuscingulate-rh,lateraloccipital-lh,lingual-lh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh
cuneus-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.7575757575757576,0.0,0.0,0.0,0.0,0.24242424242424243,0.0
isthmuscingulate-rh,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0
lateraloccipital-lh,0.0,0.0125,0.0625,0.675,0.0,0.0,0.1,0.15
lingual-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0
parahippocampal-rh,0.0,0.25316455696202533,0.0,0.06329113924050633,0.0,0.0759493670886076,0.6075949367088608,0.0
pericalcarine-lh,0.0,0.0,0.0,0.43243243243243246,0.0,0.0,0.0,0.5675675675675675
