,Fp1,Fz,F4,F8,Fp2,AFz,AF8,AF4
Fp1,0.5205761316872428,0.0,0.0,0.0,0.4279835390946502,0.051440329218107,0.0,0.0
Fz,0.0,0.9022988505747126,0.0,0.0,0.0,0.0,0.0,0.09770114942528736
F4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.35665529010238906,0.0,0.0,0.0,0.6006825938566553,0.042662116040955635,0.0,0.0
AFz,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF4,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.9230769230769231
