,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.15,0.15,0.11666666666666667,0.15,0.13333333333333333,0.11666666666666667,0.06666666666666667,0.11666666666666667
inferiorparietal-rh,0.15,0.15,0.11666666666666667,0.15,0.13333333333333333,0.11666666666666667,0.06666666666666667,0.11666666666666667
parsopercularis-lh,0.14035087719298245,0.14035087719298245,0.12280701754385964,0.14035087719298245,0.14035087719298245,0.12280701754385964,0.07017543859649122,0.12280701754385964
postcentral-rh,0.15,0.15,0.11666666666666667,0.15,0.13333333333333333,0.11666666666666667,0.06666666666666667,0.11666666666666667
precentral-lh,0.15,0.15,0.11666666666666667,0.15,0.13333333333333333,0.11666666666666667,0.06666666666666667,0.11666666666666667
rostralmiddlefrontal-lh,0.14035087719298245,0.14035087719298245,0.12280701754385964,0.14035087719298245,0.14035087719298245,0.12280701754385964,0.07017543859649122,0.12280701754385964
superiortemporal-lh,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.10256410256410256,0.1282051282051282
supramarginal-lh,0.14035087719298245,0.14035087719298245,0.12280701754385964,0.14035087719298245,0.14035087719298245,0.12280701754385964,0.07017543859649122,0.12280701754385964
