,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.14285714285714285,0.14285714285714285,0.1326530612244898,0.10204081632653061,0.14285714285714285,0.10204081632653061,0.10204081632653061,0.1326530612244898
inferiorparietal-rh,0.1320754716981132,0.20754716981132076,0.12264150943396226,0.09433962264150944,0.1320754716981132,0.09433962264150944,0.09433962264150944,0.12264150943396226
parsopercularis-lh,0.13402061855670103,0.13402061855670103,0.13402061855670103,0.09278350515463918,0.14432989690721648,0.10309278350515463,0.1134020618556701,0.14432989690721648
postcentral-rh,0.14666666666666667,0.14666666666666667,0.12,0.13333333333333333,0.13333333333333333,0.12,0.08,0.12
precentral-lh,0.14,0.14,0.13,0.1,0.14,0.1,0.11,0.14
rostralmiddlefrontal-lh,0.1411764705882353,0.1411764705882353,0.12941176470588237,0.10588235294117647,0.1411764705882353,0.11764705882352941,0.09411764705882353,0.12941176470588237
superiortemporal-lh,0.11627906976744186,0.11627906976744186,0.12790697674418605,0.06976744186046512,0.12790697674418605,0.09302325581395349,0.16279069767441862,0.18604651162790697
supramarginal-lh,0.125,0.125,0.125,0.08653846153846154,0.1346153846153846,0.09615384615384616,0.1346153846153846,0.17307692307692307
