,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.13157894736842105,0.13157894736842105,0.15789473684210525,0.02631578947368421,0.15789473684210525,0.07894736842105263,0.15789473684210525,0.15789473684210525
inferiorparietal-rh,0.13157894736842105,0.13157894736842105,0.15789473684210525,0.02631578947368421,0.15789473684210525,0.07894736842105263,0.15789473684210525,0.15789473684210525
parsopercularis-lh,0.125,0.125,0.15,0.025,0.15,0.075,0.175,0.175
postcentral-rh,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
precentral-lh,0.125,0.125,0.15,0.025,0.15,0.075,0.175,0.175
rostralmiddlefrontal-lh,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.03571428571428571,0.14285714285714285,0.10714285714285714,0.14285714285714285,0.14285714285714285
superiortemporal-lh,0.10638297872340426,0.10638297872340426,0.1276595744680851,0.02127659574468085,0.1276595744680851,0.06382978723404255,0.2127659574468085,0.23404255319148937
supramarginal-lh,0.10638297872340426,0.10638297872340426,0.1276595744680851,0.02127659574468085,0.1276595744680851,0.06382978723404255,0.2127659574468085,0.23404255319148937
