,caudalanteriorcingulate-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.40896358543417366,0.0,0.12044817927170869,0.0,0.0,0.0,0.21008403361344538,0.2605042016806723
frontalpole-rh,0.0,0.5394321766561514,0.0,0.0,0.4605678233438486,0.0,0.0,0.0
insula-rh,0.10875331564986737,0.0,0.5437665782493368,0.0,0.0,0.34748010610079577,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.41076487252124644,0.0,0.0,0.5892351274787535,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.41533546325878595,0.0,0.0,0.5846645367412141,0.0,0.0
rostralanteriorcingulate-lh,0.14473684210526316,0.0,0.0,0.0,0.0,0.0,0.45112781954887216,0.4041353383458647
rostralanteriorcingulate-rh,0.17495395948434622,0.0,0.0,0.0,0.0,0.0,0.39226519337016574,0.43278084714548803
